,prosumer_generation_kw,prosumer_total_demand_kw,prosumer_base_demand_kw,community_supply_kw,community_demand_kw,battery_charge_discharge_kw,net_grid_trade_kw,battery_soc_kwh
2023-01-01 00:00:00,1.188297199455062,1.204211849852865,1.6240030053938457,551.1660512674152,1258.3333333333333,0.0020974573498720446,-1.250011297560609,5.002097457349872
2023-01-01 00:15:00,0.9258673049484588,1.416157788858992,1.5670305207849995,551.1660512674152,1239.6666666666667,-0.007779876646640353,-1.250011296774336,4.994317580703232
2023-01-01 00:30:00,1.367743502294376,1.0478904721600026,1.5587986607230637,551.1660512674152,1214.6666666666663,0.01430664182585209,-1.2500112957959506,5.008624222529083
2023-01-01 00:45:00,1.139237078263542,1.0848792561116751,1.6038489567723384,551.1660512674152,1186.0,0.0028519659229859075,-1.2500112945107809,5.01147618845207
2023-01-01 01:00:00,1.0334260823816193,1.1883008052931872,1.6271964236854297,463.7873002079586,1176.6666666666663,7.180471104234792e-05,-1.2500113014411383,5.011547993163112
2023-01-01 01:15:00,1.0183818382632963,1.089787062970918,1.586047800221494,463.7873002079586,1154.6666666666667,0.005540579386357448,-1.2500113004154487,5.017088572549469
2023-01-01 01:30:00,0.9594243437345528,1.296041133776913,1.6634761102990994,463.7873002079586,1149.6666666666663,0.003316463112797746,-1.250011299824195,5.020405035662267
2023-01-01 01:45:00,0.9673021922485964,1.3138873379379556,1.6223869196648713,463.7873002079586,1130.3333333333333,0.012042353810967672,-1.2500112985312621,5.032447389473235
2023-01-01 02:00:00,0.5881191244235554,1.066974523450722,1.5940766069550967,312.7669744931496,1113.0,0.0012958202947139547,-1.2500113106315878,5.033743209767949
2023-01-01 02:15:00,0.6687115427477525,1.4606242477742648,1.5817451227185457,312.7669744931496,1096.6666666666667,0.015226053501726013,-1.2500113087866687,5.048969263269675
2023-01-01 02:30:00,0.5692359964193692,1.1399907686182946,1.5749500893508155,312.7669744931496,1083.6666666666663,0.022051102794349534,-1.2500113062054024,5.071020366064024
2023-01-01 02:45:00,0.6623085105993123,1.314997930546363,1.6285266667191973,312.7669744931496,1066.0,0.040876796721961324,-1.2500113022819435,5.1118971627859855
2023-01-01 03:00:00,0.4533849497310884,0.9036687708784124,1.5881951559918395,249.3035927774539,1055.3333333333333,0.05641999569798768,-1.2500113027177526,5.1683171584839736
2023-01-01 03:15:00,0.5134427179102543,0.8327651436130672,1.5355873518563676,249.3035927774539,1043.0,0.09893704059198792,-1.2500112942711568,5.267254199075961
2023-01-01 03:30:00,0.4674150927244863,0.8581923961453894,1.5825680239521378,249.3035927774539,1034.0,0.14911953527743413,-1.2500112815362763,5.416373734353395
2023-01-01 03:45:00,0.4147140218530012,1.2725026292859922,1.6297687373622232,249.3035927774539,1016.0,0.22689351315336254,-1.2500112620433037,5.643267247506758
2023-01-01 04:00:00,0.4124342811702525,1.0616732643605773,1.552639509400806,225.5378507430166,1003.6666666666669,-0.2914089429732387,-1.1233280428738374e-05,5.351858304533519
2023-01-01 04:15:00,0.4147288450829676,1.084292075838339,1.5516620401107637,225.5378507430166,997.6666666666666,-0.05975920700238255,-0.416609315949558,5.292099097531136
2023-01-01 04:30:00,0.4013939110958204,1.061548735350801,1.601104896769361,225.5378507430166,1001.6666666666669,-0.3111772741639244,-1.1233712381340989e-05,4.980921823367212
2023-01-01 04:45:00,0.4768092557145553,1.072613483194783,1.6011432477579524,225.5378507430166,983.0,0.47242712431067735,-1.2500112635506915,5.45334894767789
2023-01-01 05:00:00,0.5234254966015407,0.7465311438202742,1.6153851066362306,262.2348334803605,987.6666666666666,0.5529959879483997,-1.2500112781749577,6.00634493562629
